,X,Y
100007228202835962319771548915451072492_7,1097.5413070695877,-624.3730458541038
100026515045027223116124225621925098123_7,16.873306314025687,223.79443409004256
100054641836415919535542674686840059419_7,1229.1352324824234,-1267.3120372151081
100057129749716489744009306513235187560_7,294.83863552415795,-117.15085823670897
10010680087763093708637101945269739306_7,996.8270218847472,-1442.4508634245983
100224667359584151297321685243867827235_7,451.8162160992662,-369.6117899691776
100228913190443517264582931930857746351_7,444.5468079130211,-367.67966148986
100423572899316524273588760411709621929_7,-556.7014944414175,272.15641128680505
100447740550908698833728032591801067928_7,1092.7909521444699,131.55941679486915
100510041960795438692417292728350401517_7,210.86478089241723,-37.50378428166195
100528665921370896701450999208164995288_7,618.2612081084402,-424.5483919525438
100540561328108802154837912336217991380_7,-644.8186261899857,631.2263089785963
10057045107367008464084627414040880587_7,1199.1576807813574,413.3038776581698
100612305433018140597362583956752829969_7,473.00233064348606,-770.603202255337
100763731276577762463637404161727651660_7,-176.53129526854252,-713.6649119620799
100802365233282065452967098301470620456_7,556.891852255951,218.3741364552195
100810937719942659286369134937549672448_7,505.0042532427291,-1625.211790165688
100905359601716365251104013168929399311_7,252.9009555711545,-213.6633488326013
100973377463017953020411931371278820299_7,254.73053185296163,615.7691445548496
101079707095212264533949434020584863302_7,-23.02292356502208,-1127.102465313832
101098879797497935815702059966857130148_7,957.9941049140814,-572.9993833352165
101170238376480867493950813367002429166_7,-138.7124025152212,-915.9134415787028
101200296623968409830962939054826032578_7,-352.246355854288,-624.6289587834628
101273119467554041135234031031521665660_7,1171.5871965541164,-293.9458744781558
101276251188760565129081111407728883316_7,310.9453234135668,164.5138212921649
101287962369250088080781978116956466981_7,1126.5859494179272,-1227.9108179864224
1014365901358090279808203438708679121_7,-8.157727783521135,-818.2207641396546
101440117658743041184057051106460053415_7,576.7532913603478,569.4061882889675
101441682621941400434755696899770742397_7,686.0892889889997,-578.1691091085493
101482173528832435316265916457197096963_7,434.0970690390138,129.60595310722297
101594539998826363829201077668359368741_7,857.8968903558796,-20.2834088621793
101693322338725303282374700905553911876_7,230.49294267621417,-1223.6054951451251
101811448280216412735243111698841737948_7,654.4397627861024,677.786996134774
101816859247273733862979277829006283574_7,142.59283979975655,50.327353672404826
102019585787248419932854596495107247694_7,1421.9267532510817,-705.1729382418835
102041257914445183887467370970333570350_7,1098.123145320835,-1594.2662087181443
102054289762800238977128546142543071190_7,228.528468081748,-1454.272264388142
102065575439684271502325673666309798471_7,989.5888255573836,-1080.5955872826341
102091519332711158822166591102380965922_7,1404.5659858205227,-704.5311015005198
102198830027260738770912344682565901157_7,1353.8859286516472,-35.15363355508964
102202725904154015307099761915506533485_7,-371.87762942158565,368.8313205067273
102387411411450259323165121851040947269_7,894.614294374468,-949.3704286457655
102427651092055548143583239416346095667_7,222.21019330446526,-1053.0914469684985
10246153186503719701601868605411342020_7,-206.4787489085634,86.123378167607
102533909314323020377279941635831724603_7,1198.3609641764845,18.99180183642588
102678606882884936402913043863664571120_7,401.6991391767644,771.1744092360088
102749548609272697922723615685040825308_7,270.83501263059475,358.85411628197824
102788388902047243931344413829797022497_7,1034.9445999140985,55.60212876818218
102859827851754491935128004349507781563_7,-369.62069483902275,918.7763305874128
102891971792244033252048949525956760878_7,605.6958958171231,-773.0734386867314
102957103190253667596283924748898389104_7,1195.9419347694086,-1249.9730158430407
103117345421574699174619336644558685837_7,734.0833644584418,106.94663381488061
103123981747550752702015335981238644092_7,293.2744880591165,-1377.4330130076587
103160233895281145040343728172223638572_7,-448.25320311762016,-489.24187061872516
103164937570993539393551456973426787902_7,733.8172310483241,-1108.724589820233
103245608677037719867971131571749335856_7,-461.6290795582338,724.00332150548
10340223260218132648409305179857148358_7,432.33684361495386,490.75820279612645
103459773552696777952285680701074834344_7,575.9014758761649,469.5675277896925
103467572668503085792673520299905360996_7,531.4608211968493,145.66855227282758
103604935956108790770720489181992724685_7,48.006279508938235,-683.76448465886
103610944698895535259989088558094756386_7,891.5865290967032,-1278.6795077310644
103810689288627928138386398845803122910_7,-223.26378844421356,-828.2717734106659
103849631644789535507413253980077984482_7,876.8175363489456,430.75817899175405
103863505755849239580575670759023086829_7,-353.40493659032967,-153.0597623175622
103948859529504673896277012686451068607_7,322.38855595998564,832.5110853675856
103954935440873644809012302497371607955_7,870.2894462772643,-646.5479704523755
103957483854475177711867856391247366984_7,150.77230282568826,-911.8509798864814
10414676956890131733934804474866759110_7,155.02370136394939,843.2053020036794
104167271461624739635009813097645036262_7,454.23921461037907,-1220.228574399909
104172737306792535191730176670484547960_7,-600.3546860639547,523.118511959621
104226589504588252258408584399912610843_7,920.791662789386,-411.0848700638414
104230462193388487105878719467198247359_7,1392.011460453608,-675.4890584320972
104364418789593048701410895517394907260_7,1051.2725741971265,-204.06758232873545
104368471851182183372859880457753544140_7,-550.5532595617117,107.18425761164218
104446385610693652881343341396906235043_7,1132.2551931214455,-1360.3757018295685
10449871901879427805832443008168466113_7,352.8232242902624,175.52049779547247
104551709319184648998027458458916850230_7,-7.69540622739947,-1199.0783254633525
104641543981121014159039215413937121656_7,1028.4829095195846,-722.9886289549579
104679315857113812880683027396931096059_7,903.0476339029922,-234.75040304617704
104831137296027151542198000077435828946_7,-151.6556735094686,-735.6391695169125
104832589700176593505507178159030072585_7,18.969979934438005,-1300.4096509099054
104907255109119551716225031104781646182_7,381.09305540194293,-1336.8030212764252
105072225658274267931383408125912706074_7,1034.0536264544742,391.1690569099721
105229237960734001734044664567673951080_7,-204.57061244794852,896.2480598371619
105267590972940237550550695166421998563_7,793.2379955182134,38.189218028474045
105271694576506947250261229698736894003_7,891.120027547688,-46.0127927928999
10529192567811702883262392994819006975_7,1305.7724465505378,-4.15848268686517
10532366486544974253465743121049867148_7,675.8603298810035,-1519.5338902206106
105334138108270354053700544546960029420_7,610.6079169135311,570.7338838031958
105352319543406449161205166065844311827_7,103.18373888604174,380.9507529508141
105366813807761852160294141324732137005_7,477.31751775482553,-1048.8264876273881
105431934285268889733879966292725069550_7,-325.5718663228779,-420.41109556422504
105455034922718568535873736830834169279_7,742.9305187155985,123.66476734031454
105545566438792058439019796138651236298_7,160.4850010846061,-682.4723470131571
105598266775773415043292314307514755515_7,142.4108906239249,777.2661536338824
105602756483292680618864476119786795509_7,877.5768451428481,-1041.5069781276736
105639126578893931649641831255324171468_7,-4.582615994747822,-1020.8834463087755
105661925506314092913962384136985898940_7,838.2892836310173,-1719.3550735313806
105827716456339780963150625816085350445_7,-205.83617021194354,-159.22521384642334
105917410229883433113589292397027627947_7,682.3352150753213,402.1190840539629
105952636514878255206952397064576209084_7,992.1889295173787,-1468.531542507413
105962833683003348032995990361499927671_7,32.24974077474498,761.0902683345325
105963636706408237973400008453363806733_7,993.5899179098652,-1122.2361518227967
106107606701951827245449945343242758212_7,-11.382330516218783,734.1240722172611
106130608103548177411752244396101575554_7,-211.83184403981872,-269.6859009628206
106166148954582184157316278757072912486_7,284.2857782566872,-704.3906581354292
106212758031248042988688934248862781262_7,-8.510552996776422,-1176.5463222707663
106265448827359068754494794922799149921_7,-158.4150146437014,-272.172604560629
106292900153351723762424632993278514854_7,263.9120473114185,866.4748656403913
106324665440025777088045526895657408665_7,672.0740342926564,225.8376231681558
106340180470980636975926078773220694366_7,569.2523805163096,356.26004822158524
106381117832644023509838797817499198095_7,-387.75383460530185,36.23117665884132
106409615685767314026325265637809296226_7,390.3867622915404,-1092.5830487310081
106448403334418753903141428910361912176_7,1383.1186358780426,-80.52192540208168
106533831604410376533071984325245422843_7,1247.4399462049191,-731.9270590748392
106571898451418300161318802848218223213_7,615.2248909657433,-38.7397133036948
10662259273805041627451912445463276513_7,758.4457064175589,332.6650091434677
106680442312926261050904569796458502503_7,520.2389758481656,398.32505080403365
106793513969918244064264387165550421244_7,-517.6438740123156,614.0707903971133
106796203164274650081013675943745221436_7,-115.47766384494375,-268.0037892369867
106811853548924065549117777455159379624_7,987.7563636300081,-271.3875744083945
10689486748032817277359474535166658256_7,1169.9323931305541,-509.31173227452695
10693666368626637592352856319375534158_7,231.86930985379075,143.15430660089646
10701866889296572450772549971445910606_7,652.4888258642783,702.047890017601
107161638884329825932539028472268466458_7,870.5985401356121,390.1529534363182
107183912949128224399702036012600379149_7,340.7723297402663,-911.465882015387
107200179976445867558605541365319305115_7,-155.1724950419324,779.1561623593955
107200898490668685348252167276402922670_7,-325.5795075864727,686.686960136275
107244484517513257755191594587812947078_7,299.28716874109534,258.8209347729733
107297010310998497270254899127046318212_7,721.3126925526333,-331.51143394847804
107320212142311713942896735252903897092_7,-97.10718163100145,705.9690655558825
107325612077480933439776744757842623064_7,15.904913532550584,-1450.9849634021662
107385817619344730650826370900274248320_7,819.4578196971731,-202.94402476282755
107397762251510990791834399798262191860_7,-473.0392179492793,-220.22827960001837
107400275630401182430701304865815943796_7,418.6402650866985,-764.6288155624052
107423006587259520524858433836515984153_7,-107.11310895205864,302.3107862176486
107431187598938611739003160260891469617_7,957.7692667809529,293.1720743914345
107535362007098427104965155319474035851_7,-447.13638002562647,354.42242242794924
