,X,Y
-2914x-601,-866.28876,-726.11993
-2908x-509,-861.0467,-634.0674
-2904x-495,-857.2919,-619.45984
-2902x-540,-854.8599,-665.0926
-2893x-483,-846.294,-607.4376
-2892x-574,-843.92096,-698.49084
-2893x-550,-845.12714,-674.829
-2881x-555,-832.95306,-678.9439
-2877x-637,-828.765,-761.2805
-2877x-520,-829.7372,-644.24115
-2874x-589,-825.9116,-712.85187
-2843x-613,-794.99005,-736.7339
-2837x-524,-789.66925,-648.43854
-2837x-557,-789.0304,-680.80597
-2823x-559,-774.85767,-683.2561
-2823x-479,-776.0705,-602.8707
-2819x-544,-771.9547,-667.5164
-2818x-533,-770.34186,-657.129
-2817x-650,-768.04987,-773.6356
-2814x-465,-767.2015,-588.46936
-2797x-573,-748.78735,-696.47894
-2790x-615,-742.20764,-738.5106
-2788x-581,-740.54834,-704.76105
-2786x-531,-738.1311,-654.0044
-2780x-561,-732.40454,-684.5141
-2776x-507,-728.46533,-630.1221
-2773x-605,-724.66486,-727.909
-2767x-472,-719.75006,-595.7192
-2750x-473,-703.3877,-596.0223
-2753x-536,-705.7084,-658.85077
-2751x-514,-704.2053,-637.53424
-2749x-585,-700.8568,-708.3884
-2749x-498,-702.16364,-620.9505
-2742x-598,-694.1168,-720.8424
-2854x-609,-805.3461,-733.12476
-2849x-479,-801.65533,-602.9186
-2828x-581,-779.67664,-705.06885
-2809x-502,-762.3469,-625.22437
-2787x-472,-740.63153,-595.5726
-2772x-528,-725.08777,-651.1722
-2908x-469,-861.0766,-593.32996
-2808x-635,-759.2935,-758.4518
-2824x-603,-775.49146,-726.5251
-2822x-597,-774.0708,-720.5315
-2925x-272,-879.9454,-396.52237
-2922x-439,-875.8045,-563.9136
-2918x-363,-872.39124,-487.9323
-2908x-350,-862.7509,-475.01328
-2909x-405,-862.5059,-529.9475
-2909x-338,-863.3139,-463.08414
-2902x-428,-855.4858,-552.3033
-2902x-328,-857.0424,-452.5308
-2899x-286,-854.35266,-411.08875
-2893x-271,-848.6461,-395.10016
-2891x-364,-844.9281,-488.639
-2890x-304,-844.7286,-428.04306
-2884x-290,-838.799,-414.26465
-2887x-403,-840.59406,-527.2741
-2880x-380,-834.5562,-504.84018
-2880x-359,-834.0846,-482.96213
-2873x-289,-828.33374,-412.90085
-2871x-443,-824.1558,-566.88794
-2869x-371,-822.9547,-495.26706
-2869x-297,-823.91077,-420.90863
