,X,Y
-3749x-3749,-809.82635,-556.64105
-3746x-3742,-807.5843,-549.19104
-3743x-3791,-799.6074,-597.0344
-3738x-3773,-796.82965,-579.2946
-3736x-3896,-783.0335,-700.86194
-3725x-3899,-771.56616,-703.1083
-3720x-3785,-777.5224,-589.5186
-3717x-3761,-776.8546,-564.7998
-3716x-3805,-771.5616,-608.7853
-3715x-3897,-761.6649,-700.0196
-3713x-3847,-764.7606,-650.5069
-3712x-3717,-776.12085,-521.2382
-3712x-3904,-757.73224,-706.82623
-3706x-3899,-752.334,-701.3656
-3703x-3905,-748.4263,-706.68475
-3701x-3749,-761.92365,-551.8167
-3703x-3867,-752.87683,-668.89655
-3694x-3754,-754.34894,-555.3742
-3687x-3868,-736.3419,-668.98627
-3682x-3797,-738.311,-597.0385
-3678x-3901,-724.3149,-700.18304
-3680x-3763,-739.4645,-563.5939
-3677x-3869,-726.8463,-668.8696
-3671x-3817,-725.2465,-616.7131
-3668x-3874,-716.8736,-673.007
-3665x-3738,-726.9137,-537.13983
-3651x-3871,-700.8706,-668.09784
-3647x-3724,-710.4262,-521.7717
-3645x-3868,-695.16925,-664.9691
-3647x-3775,-705.4594,-572.1437
-3646x-3759,-706.5623,-556.71875
-3635x-3818,-689.18427,-613.5293
-3631x-3721,-694.53424,-516.5268
-3624x-3777,-682.422,-571.5365
-3614x-3862,-664.3131,-656.0588
-3609x-3743,-671.39355,-536.2672
-3605x-3728,-668.3118,-521.297
-3603x-3772,-661.84515,-565.0139
-3600x-3789,-657.7647,-581.8257
-3599x-3762,-659.34955,-554.58374
-3595x-3835,-648.0206,-626.58154
-3589x-3857,-640.18805,-647.9657
-3584x-3817,-638.75885,-608.28577
-3584x-3808,-640.06384,-598.61163
-3580x-3851,-632.13245,-641.33685
-3579x-3786,-636.49084,-577.0692
-3578x-3736,-640.45135,-526.38635
-3578x-3754,-639.37823,-544.47766
-3573x-3873,-622.8788,-662.4879
-3567x-3896,-614.656,-684.57385
-3566x-3718,-630.5157,-507.5884
-3564x-3826,-618.12305,-615.08746
-3566x-3801,-622.6425,-590.6438
-3742x-3830,-794.83545,-636.28827
-3656x-3875,-704.62,-672.45996
-3647x-3790,-704.5287,-586.8658
-3638x-3736,-700.2947,-532.256
-3617x-3749,-678.2227,-543.5328
-3571x-3842,-623.6673,-631.1786
-3750x-3889,-797.55914,-695.5071
-3730x-3865,-779.2452,-669.5238
